Transaction_ID,Transaction_Date,Amount (AUD),Merchant,Payment_Method,Terminal_ID,Location,Merchant_Type,Risk_Score (1-10)
TXN609558,2024-02-11,110.34,Online Store,Cash,TERM788,"Brisbane, QLD",Electronics,1
TXN452702,2024-02-04,412.99,Clothing,Net Banking,TERM295,"Adelaide, SA",Retail Grocery,1
TXN369569,2024-02-03,424.78,Clothing,UPI,TERM238,"Sydney, NSW",Electronics,5
TXN369583,2024-02-02,131.55,Clothing,Credit Card,TERM705,"Brisbane, QLD",Fuel Station,2
TXN980467,2024-02-01,135.75,Electronics,Debit Card,TERM920,"Adelaide, SA",Retail Grocery,9
TXN287758,2024-02-09,28.12,Clothing,Cash,TERM911,"Melbourne, VIC",Retail Grocery,8
TXN756359,2024-02-18,439.38,Clothing,Cash,TERM230,"Brisbane, QLD",Retail Grocery,8
TXN790253,2024-01-31,149.77,Supermarket,Credit Card,TERM335,"Adelaide, SA",Dining,7
TXN837588,2024-01-07,316.26,Electronics,UPI,TERM420,"Brisbane, QLD",Dining,5
TXN181018,2024-02-01,428.83,Clothing,Credit Card,TERM953,"Melbourne, VIC",Dining,10
TXN788596,2024-02-17,287.27,Supermarket,Credit Card,TERM602,"Sydney, NSW",Fuel Station,1
TXN552900,2024-02-16,326.2,Electronics,Cash,TERM891,"Perth, WA",Fashion,9
TXN786227,2024-02-09,395.56,Electronics,Credit Card,TERM993,"Melbourne, VIC",Fashion,2
TXN673368,2024-01-19,115.27,Supermarket,UPI,TERM603,"Perth, WA",Electronics,5
TXN822069,2024-02-14,363.42,Electronics,Credit Card,TERM592,"Brisbane, QLD",E-Commerce,3
TXN139233,2024-01-12,18.47,Restaurant,Cash,TERM701,"Sydney, NSW",E-Commerce,9
TXN525552,2024-01-28,359.53,Restaurant,Cash,TERM894,"Melbourne, VIC",Fashion,6
TXN900673,2024-01-14,376.41,Clothing,Credit Card,TERM897,"Brisbane, QLD",Fuel Station,9
TXN339183,2024-01-31,306.0,Online Store,Debit Card,TERM119,"Brisbane, QLD",Electronics,10
TXN435360,2024-02-13,188.36,Supermarket,Cash,TERM866,"Perth, WA",Fuel Station,9
TXN651072,2024-01-25,489.76,Restaurant,Debit Card,TERM224,"Melbourne, VIC",Fashion,5
TXN693824,2024-02-11,487.48,Supermarket,Credit Card,TERM623,"Brisbane, QLD",Dining,8
TXN750975,2024-02-13,127.53,Online Store,Debit Card,TERM530,"Melbourne, VIC",Fuel Station,3
TXN340170,2024-01-23,38.22,Clothing,UPI,TERM259,"Melbourne, VIC",E-Commerce,7
TXN835074,2024-02-19,231.5,Online Store,UPI,TERM935,"Adelaide, SA",Fashion,8
TXN243248,2024-01-20,161.58,Restaurant,Debit Card,TERM153,"Brisbane, QLD",Dining,2
TXN614545,2024-01-09,31.68,Clothing,Credit Card,TERM877,"Melbourne, VIC",E-Commerce,5
TXN515111,2024-01-09,23.27,Restaurant,UPI,TERM693,"Adelaide, SA",Electronics,5
TXN677691,2024-02-05,68.64,Clothing,Credit Card,TERM895,"Perth, WA",Fuel Station,8
TXN525298,2024-02-19,246.47,Restaurant,UPI,TERM394,"Sydney, NSW",Retail Grocery,5
TXN836544,2024-01-27,151.75,Electronics,Debit Card,TERM162,"Sydney, NSW",Retail Grocery,6
TXN430757,2024-01-11,69.28,Online Store,Debit Card,TERM849,"Melbourne, VIC",Electronics,2
TXN341254,2024-02-14,55.42,Restaurant,Net Banking,TERM357,"Perth, WA",Dining,10
TXN829678,2024-01-06,127.13,Clothing,Cash,TERM542,"Adelaide, SA",Fashion,1
TXN288820,2024-02-09,239.15,Electronics,Net Banking,TERM860,"Adelaide, SA",Fuel Station,6
TXN327365,2024-02-12,439.49,Restaurant,Credit Card,TERM188,"Sydney, NSW",Fuel Station,2
TXN693178,2024-02-12,307.85,Supermarket,Net Banking,TERM282,"Adelaide, SA",Dining,4
TXN371055,2024-01-01,372.54,Supermarket,Debit Card,TERM653,"Perth, WA",Fashion,7
TXN876076,2024-01-30,371.84,Online Store,UPI,TERM475,"Perth, WA",Dining,7
TXN150487,2024-02-12,169.74,Supermarket,Debit Card,TERM870,"Sydney, NSW",Fuel Station,1
TXN720377,2024-02-04,244.37,Supermarket,Debit Card,TERM240,"Brisbane, QLD",E-Commerce,10
TXN776574,2024-01-06,257.74,Restaurant,Debit Card,TERM748,"Adelaide, SA",E-Commerce,7
TXN765243,2024-01-01,339.55,Supermarket,Cash,TERM207,"Sydney, NSW",Retail Grocery,5
TXN204512,2024-01-04,26.46,Restaurant,Net Banking,TERM325,"Sydney, NSW",E-Commerce,6
TXN961210,2024-01-29,398.82,Restaurant,Debit Card,TERM948,"Sydney, NSW",Fuel Station,6
TXN739178,2024-01-13,141.76,Supermarket,UPI,TERM594,"Melbourne, VIC",Fuel Station,1
TXN663248,2024-02-13,471.45,Online Store,Cash,TERM956,"Adelaide, SA",Electronics,1
TXN456240,2024-02-16,155.83,Clothing,Credit Card,TERM149,"Adelaide, SA",Retail Grocery,7
TXN985666,2024-02-09,440.67,Clothing,Net Banking,TERM887,"Adelaide, SA",Retail Grocery,5
TXN513852,2024-02-07,332.72,Clothing,Net Banking,TERM487,"Adelaide, SA",E-Commerce,6
TXN167325,2024-02-11,442.06,Electronics,Cash,TERM217,"Brisbane, QLD",Dining,8
TXN568136,2024-02-01,199.56,Supermarket,Net Banking,TERM551,"Sydney, NSW",E-Commerce,1
TXN675117,2024-02-09,147.64,Online Store,Credit Card,TERM940,"Brisbane, QLD",Fuel Station,6
TXN816676,2024-02-06,292.29,Online Store,Net Banking,TERM879,"Perth, WA",E-Commerce,6
TXN160578,2024-01-01,57.89,Online Store,Cash,TERM192,"Brisbane, QLD",Dining,7
TXN635112,2024-01-09,455.24,Clothing,Net Banking,TERM276,"Melbourne, VIC",Dining,8
TXN309498,2024-01-26,435.99,Clothing,Debit Card,TERM480,"Perth, WA",Fuel Station,5
TXN634999,2024-01-22,14.62,Online Store,Cash,TERM123,"Sydney, NSW",E-Commerce,9
TXN189690,2024-02-10,378.96,Restaurant,Cash,TERM630,"Sydney, NSW",Fuel Station,6
TXN113415,2024-01-09,269.27,Supermarket,Net Banking,TERM720,"Adelaide, SA",Fuel Station,6
TXN627141,2024-02-19,156.9,Supermarket,Cash,TERM459,"Perth, WA",E-Commerce,9
TXN657157,2024-01-03,470.16,Online Store,Credit Card,TERM475,"Sydney, NSW",Fuel Station,6
TXN439880,2024-01-08,294.29,Restaurant,Cash,TERM985,"Melbourne, VIC",Fuel Station,1
TXN762219,2024-01-22,38.57,Supermarket,Credit Card,TERM127,"Brisbane, QLD",Dining,6
TXN184154,2024-01-28,147.27,Clothing,Cash,TERM102,"Sydney, NSW",Electronics,5
TXN147067,2024-02-01,168.17,Electronics,Net Banking,TERM517,"Brisbane, QLD",Fashion,2
TXN594857,2024-02-02,251.65,Restaurant,UPI,TERM886,"Brisbane, QLD",E-Commerce,4
TXN944138,2024-01-04,249.6,Electronics,Net Banking,TERM396,"Melbourne, VIC",Electronics,1
TXN472640,2024-01-08,93.31,Online Store,Debit Card,TERM482,"Sydney, NSW",Fashion,4
TXN291517,2024-01-22,243.79,Clothing,Debit Card,TERM582,"Melbourne, VIC",Retail Grocery,9
TXN534880,2024-01-14,456.59,Restaurant,Credit Card,TERM992,"Sydney, NSW",E-Commerce,1
TXN731722,2024-02-06,84.42,Supermarket,Credit Card,TERM741,"Brisbane, QLD",Dining,7
TXN901315,2024-02-11,212.93,Restaurant,UPI,TERM394,"Sydney, NSW",Electronics,6
TXN783099,2024-01-29,87.69,Online Store,UPI,TERM503,"Perth, WA",Retail Grocery,6
TXN366345,2024-02-01,406.0,Supermarket,Net Banking,TERM325,"Sydney, NSW",Fashion,8
TXN240016,2024-02-14,216.75,Supermarket,Credit Card,TERM165,"Melbourne, VIC",Fashion,8
TXN521999,2024-02-09,146.22,Electronics,Credit Card,TERM381,"Melbourne, VIC",Dining,5
TXN491080,2024-01-06,423.15,Online Store,Credit Card,TERM874,"Adelaide, SA",Electronics,4
TXN743413,2024-02-20,370.34,Restaurant,UPI,TERM693,"Adelaide, SA",Electronics,7
TXN483672,2024-02-09,209.35,Clothing,Net Banking,TERM889,"Brisbane, QLD",Electronics,1
TXN191066,2024-01-22,401.07,Restaurant,UPI,TERM915,"Adelaide, SA",Fashion,6
TXN854482,2024-01-20,124.03,Electronics,UPI,TERM838,"Sydney, NSW",Dining,6
TXN789252,2024-01-04,171.23,Supermarket,Cash,TERM102,"Adelaide, SA",E-Commerce,6
TXN549971,2024-02-14,109.21,Online Store,Credit Card,TERM589,"Sydney, NSW",Dining,2
TXN340537,2024-02-13,481.55,Electronics,Credit Card,TERM122,"Melbourne, VIC",Fuel Station,9
TXN722722,2024-01-11,178.76,Restaurant,Credit Card,TERM759,"Adelaide, SA",Electronics,6
TXN376045,2024-02-15,204.94,Electronics,Debit Card,TERM787,"Brisbane, QLD",Dining,3
TXN619849,2024-01-27,436.22,Online Store,Net Banking,TERM159,"Melbourne, VIC",Dining,6
TXN567491,2024-01-27,129.8,Online Store,Debit Card,TERM338,"Adelaide, SA",Retail Grocery,3
TXN434957,2024-01-29,413.11,Online Store,Cash,TERM208,"Melbourne, VIC",Fuel Station,1
TXN969705,2024-01-12,341.36,Supermarket,Net Banking,TERM358,"Sydney, NSW",E-Commerce,5
TXN426210,2024-02-09,429.84,Clothing,Cash,TERM488,"Melbourne, VIC",Electronics,10
TXN668992,2024-02-07,129.09,Online Store,Cash,TERM947,"Adelaide, SA",Fashion,1
TXN176835,2024-02-14,305.52,Clothing,Credit Card,TERM886,"Brisbane, QLD",Fuel Station,2
TXN737484,2024-01-15,345.84,Electronics,Credit Card,TERM149,"Brisbane, QLD",E-Commerce,1
TXN366672,2024-01-15,338.38,Restaurant,Debit Card,TERM360,"Sydney, NSW",Fashion,3
TXN456458,2024-01-21,28.59,Supermarket,UPI,TERM150,"Adelaide, SA",E-Commerce,4
TXN144843,2024-01-16,36.02,Supermarket,Debit Card,TERM704,"Perth, WA",Fashion,5
TXN814260,2024-01-24,331.74,Electronics,Cash,TERM380,"Sydney, NSW",Retail Grocery,8
TXN647118,2024-02-18,329.24,Online Store,Debit Card,TERM643,"Brisbane, QLD",Retail Grocery,10
TXN779967,2024-01-09,169.45,Supermarket,Debit Card,TERM291,"Melbourne, VIC",Electronics,5
TXN136444,2024-02-02,101.46,Clothing,UPI,TERM397,"Adelaide, SA",Fuel Station,7
TXN347422,2024-01-30,375.72,Clothing,UPI,TERM200,"Brisbane, QLD",E-Commerce,9
TXN328636,2024-01-25,453.91,Electronics,Cash,TERM960,"Melbourne, VIC",Retail Grocery,3
TXN190989,2024-01-24,275.65,Clothing,Cash,TERM441,"Sydney, NSW",Fashion,7
TXN494025,2024-02-01,492.04,Electronics,Net Banking,TERM745,"Adelaide, SA",Electronics,8
TXN277084,2024-02-03,48.25,Clothing,Net Banking,TERM764,"Perth, WA",Dining,4
TXN129801,2024-01-16,395.76,Electronics,UPI,TERM200,"Brisbane, QLD",Retail Grocery,5
TXN260900,2024-01-16,167.11,Clothing,UPI,TERM624,"Perth, WA",Electronics,7
TXN814553,2024-02-03,298.59,Supermarket,Net Banking,TERM294,"Sydney, NSW",Electronics,7
TXN872048,2024-01-20,268.64,Clothing,Net Banking,TERM530,"Melbourne, VIC",Electronics,5
TXN516463,2024-01-26,451.37,Online Store,Cash,TERM270,"Sydney, NSW",Electronics,8
TXN597112,2024-01-07,447.36,Online Store,Credit Card,TERM690,"Adelaide, SA",E-Commerce,2
TXN803810,2024-01-22,222.5,Clothing,Net Banking,TERM694,"Sydney, NSW",Fuel Station,5
TXN557435,2024-01-28,349.58,Restaurant,Credit Card,TERM167,"Perth, WA",E-Commerce,5
TXN394605,2024-01-30,91.09,Electronics,UPI,TERM816,"Sydney, NSW",E-Commerce,4
TXN537935,2024-02-20,241.8,Restaurant,Cash,TERM274,"Melbourne, VIC",Retail Grocery,5
TXN158586,2024-01-27,456.46,Supermarket,Cash,TERM529,"Perth, WA",Electronics,1
TXN146066,2024-01-22,471.7,Electronics,UPI,TERM397,"Sydney, NSW",Fuel Station,4
TXN870775,2024-01-09,492.63,Clothing,Debit Card,TERM973,"Perth, WA",E-Commerce,2
TXN205220,2024-01-02,484.26,Restaurant,Credit Card,TERM194,"Adelaide, SA",Retail Grocery,9
TXN884359,2024-02-20,40.52,Supermarket,Cash,TERM892,"Adelaide, SA",Dining,8
TXN743198,2024-02-19,376.62,Online Store,Credit Card,TERM871,"Adelaide, SA",Fashion,6
TXN605831,2024-01-27,111.14,Supermarket,Net Banking,TERM250,"Perth, WA",Retail Grocery,4
TXN952676,2024-01-13,37.59,Clothing,Cash,TERM183,"Adelaide, SA",Retail Grocery,6
TXN756138,2024-01-24,74.68,Restaurant,Cash,TERM188,"Sydney, NSW",Retail Grocery,3
TXN310022,2024-01-05,236.48,Electronics,Credit Card,TERM681,"Brisbane, QLD",Dining,8
TXN855782,2024-01-01,495.74,Clothing,Debit Card,TERM512,"Perth, WA",Electronics,4
TXN824477,2024-02-14,262.47,Electronics,Net Banking,TERM462,"Adelaide, SA",Electronics,7
TXN169355,2024-01-10,369.3,Restaurant,Debit Card,TERM883,"Perth, WA",Dining,1
TXN138800,2024-01-24,186.29,Online Store,Debit Card,TERM345,"Adelaide, SA",Electronics,10
TXN265641,2024-01-02,129.87,Electronics,Cash,TERM187,"Melbourne, VIC",Fashion,1
TXN975573,2024-01-28,412.22,Restaurant,Cash,TERM452,"Melbourne, VIC",E-Commerce,4
TXN154998,2024-01-18,121.21,Supermarket,Net Banking,TERM145,"Perth, WA",Fuel Station,7
TXN111876,2024-02-05,328.06,Clothing,Credit Card,TERM910,"Adelaide, SA",Dining,6
TXN178132,2024-01-19,472.69,Supermarket,Debit Card,TERM875,"Adelaide, SA",Retail Grocery,1
TXN796820,2024-02-09,427.7,Restaurant,Debit Card,TERM773,"Melbourne, VIC",Electronics,6
TXN164246,2024-01-21,154.79,Electronics,Net Banking,TERM536,"Adelaide, SA",Retail Grocery,6
TXN929279,2024-02-15,212.16,Electronics,Cash,TERM848,"Brisbane, QLD",Fashion,3
TXN947956,2024-02-14,55.69,Electronics,Cash,TERM356,"Sydney, NSW",Fashion,2
TXN865201,2024-01-06,103.24,Restaurant,Net Banking,TERM640,"Adelaide, SA",Fashion,5
TXN199825,2024-01-14,125.79,Clothing,Cash,TERM659,"Adelaide, SA",Fashion,5
TXN309443,2024-01-02,387.52,Supermarket,Net Banking,TERM184,"Sydney, NSW",Fashion,9
TXN634026,2024-02-06,213.67,Clothing,Net Banking,TERM443,"Melbourne, VIC",Dining,7
TXN637115,2024-01-08,163.26,Clothing,UPI,TERM185,"Melbourne, VIC",E-Commerce,8
TXN974148,2024-01-15,370.01,Online Store,Cash,TERM770,"Adelaide, SA",Fuel Station,7
TXN438684,2024-01-31,457.17,Clothing,Net Banking,TERM554,"Melbourne, VIC",Fashion,5
TXN478468,2024-02-06,413.29,Restaurant,Cash,TERM532,"Melbourne, VIC",Fuel Station,6
TXN331532,2024-01-10,62.39,Restaurant,Cash,TERM850,"Perth, WA",E-Commerce,8
TXN140755,2024-01-27,245.56,Restaurant,Credit Card,TERM939,"Sydney, NSW",Electronics,1
TXN858206,2024-02-14,472.04,Supermarket,Cash,TERM760,"Melbourne, VIC",E-Commerce,8
TXN931044,2024-01-28,180.19,Online Store,Credit Card,TERM118,"Perth, WA",Retail Grocery,8
TXN368034,2024-02-20,25.41,Restaurant,Debit Card,TERM483,"Brisbane, QLD",Fashion,9
TXN743104,2024-02-12,264.29,Electronics,Cash,TERM767,"Sydney, NSW",Retail Grocery,3
TXN770037,2024-01-08,259.7,Clothing,Credit Card,TERM708,"Perth, WA",E-Commerce,1
TXN202357,2024-02-02,216.6,Restaurant,Cash,TERM494,"Perth, WA",Electronics,5
TXN150988,2024-01-05,367.36,Restaurant,Debit Card,TERM647,"Perth, WA",Fuel Station,3
TXN165514,2024-01-25,14.14,Supermarket,Credit Card,TERM893,"Melbourne, VIC",Fuel Station,1
TXN366117,2024-01-08,212.99,Clothing,Cash,TERM179,"Melbourne, VIC",E-Commerce,9
TXN562020,2024-01-29,259.18,Restaurant,UPI,TERM886,"Brisbane, QLD",Retail Grocery,2
TXN664758,2024-02-11,78.86,Electronics,Cash,TERM844,"Perth, WA",Dining,7
TXN254353,2024-02-07,352.62,Supermarket,Credit Card,TERM749,"Sydney, NSW",Fuel Station,3
TXN684877,2024-02-04,375.21,Supermarket,Credit Card,TERM304,"Melbourne, VIC",Fashion,9
TXN384402,2024-02-18,148.33,Restaurant,Debit Card,TERM102,"Brisbane, QLD",Dining,5
TXN935150,2024-01-20,247.63,Restaurant,Cash,TERM641,"Brisbane, QLD",Fashion,9
TXN948141,2024-02-15,186.74,Online Store,Credit Card,TERM704,"Perth, WA",Fashion,1
TXN157308,2024-02-09,91.72,Online Store,Cash,TERM341,"Sydney, NSW",Dining,1
TXN488588,2024-01-19,142.46,Online Store,Credit Card,TERM247,"Perth, WA",Fashion,1
TXN951057,2024-01-19,450.91,Electronics,Debit Card,TERM294,"Brisbane, QLD",Electronics,6
TXN834043,2024-01-08,180.8,Restaurant,UPI,TERM480,"Brisbane, QLD",E-Commerce,10
TXN127886,2024-02-10,112.46,Supermarket,Net Banking,TERM902,"Perth, WA",Dining,10
TXN296148,2024-01-30,210.22,Clothing,Debit Card,TERM615,"Brisbane, QLD",Retail Grocery,6
TXN658013,2024-01-16,159.41,Electronics,Debit Card,TERM981,"Adelaide, SA",Electronics,9
TXN153854,2024-02-08,275.65,Restaurant,UPI,TERM138,"Sydney, NSW",Electronics,3
TXN372267,2024-01-04,344.4,Electronics,Net Banking,TERM809,"Sydney, NSW",Retail Grocery,7
TXN499421,2024-01-20,68.15,Supermarket,Debit Card,TERM325,"Perth, WA",Electronics,5
TXN254873,2024-01-11,294.73,Electronics,Debit Card,TERM823,"Sydney, NSW",Electronics,10
TXN833398,2024-02-14,407.46,Online Store,Debit Card,TERM823,"Sydney, NSW",Electronics,10
TXN113601,2024-02-10,464.18,Restaurant,Debit Card,TERM494,"Perth, WA",Dining,7
TXN827165,2024-01-13,145.28,Online Store,UPI,TERM473,"Brisbane, QLD",Dining,8
TXN154773,2024-02-19,194.34,Clothing,Cash,TERM139,"Brisbane, QLD",Electronics,5
TXN253546,2024-01-24,126.1,Electronics,Net Banking,TERM501,"Brisbane, QLD",Fashion,10
TXN284163,2024-01-29,352.53,Restaurant,Credit Card,TERM852,"Adelaide, SA",Electronics,2
TXN997401,2024-01-06,354.78,Supermarket,Debit Card,TERM720,"Sydney, NSW",Fashion,7
TXN393497,2024-01-12,24.44,Supermarket,Credit Card,TERM973,"Sydney, NSW",Dining,7
TXN917279,2024-02-18,223.74,Online Store,Cash,TERM446,"Perth, WA",Dining,8
TXN878146,2024-01-08,42.95,Electronics,UPI,TERM419,"Adelaide, SA",Fuel Station,10
TXN940759,2024-02-18,413.82,Clothing,Cash,TERM375,"Adelaide, SA",Fashion,7
TXN624598,2024-02-18,127.88,Clothing,Net Banking,TERM358,"Sydney, NSW",Retail Grocery,2
TXN816897,2024-01-03,5.08,Electronics,UPI,TERM907,"Sydney, NSW",Dining,4
TXN554428,2024-02-01,94.1,Restaurant,Credit Card,TERM278,"Sydney, NSW",Retail Grocery,5
TXN217071,2024-01-23,304.46,Online Store,Debit Card,TERM239,"Melbourne, VIC",E-Commerce,3
TXN275802,2024-02-13,80.65,Clothing,Cash,TERM205,"Sydney, NSW",Retail Grocery,8
TXN594230,2024-02-05,431.1,Clothing,Cash,TERM624,"Brisbane, QLD",Electronics,3
TXN927035,2024-02-09,353.87,Supermarket,Cash,TERM401,"Perth, WA",Electronics,8
TXN221045,2024-01-22,316.25,Restaurant,Credit Card,TERM178,"Perth, WA",E-Commerce,5
TXN895291,2024-02-05,434.81,Supermarket,Net Banking,TERM201,"Adelaide, SA",Electronics,8
TXN150213,2024-01-18,474.75,Online Store,Credit Card,TERM806,"Perth, WA",Retail Grocery,4
TXN471893,2024-01-31,253.38,Online Store,Credit Card,TERM392,"Melbourne, VIC",Fuel Station,8
TXN231519,2024-01-06,236.65,Supermarket,UPI,TERM854,"Sydney, NSW",Fuel Station,4
TXN387342,2024-02-06,387.25,Restaurant,Credit Card,TERM235,"Sydney, NSW",Electronics,8
TXN747771,2024-02-06,398.38,Restaurant,Cash,TERM925,"Perth, WA",Fashion,2
TXN751474,2024-01-03,341.52,Supermarket,UPI,TERM947,"Brisbane, QLD",Electronics,4
TXN300188,2024-01-21,155.68,Clothing,Cash,TERM411,"Adelaide, SA",Retail Grocery,1
TXN696059,2024-01-16,407.05,Restaurant,Cash,TERM925,"Perth, WA",E-Commerce,4
TXN115992,2024-02-02,49.74,Supermarket,Cash,TERM907,"Adelaide, SA",Dining,4
TXN643540,2024-01-13,277.57,Restaurant,Cash,TERM911,"Melbourne, VIC",Electronics,1
TXN475442,2024-01-30,320.3,Online Store,Cash,TERM884,"Adelaide, SA",Fuel Station,1
TXN971650,2024-01-26,431.52,Electronics,UPI,TERM323,"Brisbane, QLD",Electronics,3
TXN422832,2024-01-26,294.43,Electronics,Net Banking,TERM182,"Melbourne, VIC",E-Commerce,1
TXN989572,2024-01-23,495.45,Electronics,Cash,TERM266,"Melbourne, VIC",E-Commerce,10
TXN642078,2024-02-07,256.55,Electronics,Credit Card,TERM608,"Sydney, NSW",Dining,6
TXN596564,2024-02-20,490.75,Electronics,Debit Card,TERM841,"Sydney, NSW",Electronics,7
TXN574810,2024-01-04,211.87,Clothing,Debit Card,TERM786,"Adelaide, SA",Fuel Station,2
TXN959326,2024-01-25,324.99,Supermarket,Credit Card,TERM100,"Perth, WA",Fuel Station,5
TXN322000,2024-01-28,414.16,Online Store,UPI,TERM856,"Adelaide, SA",E-Commerce,8
TXN588629,2024-01-06,367.51,Clothing,Net Banking,TERM987,"Brisbane, QLD",Fuel Station,9
TXN349055,2024-02-04,72.83,Clothing,Cash,TERM271,"Sydney, NSW",Retail Grocery,10
TXN580773,2024-02-10,61.96,Online Store,Debit Card,TERM344,"Perth, WA",Dining,5
TXN283021,2024-01-28,156.0,Supermarket,Net Banking,TERM939,"Melbourne, VIC",Fuel Station,2
TXN533712,2024-01-03,49.18,Clothing,Credit Card,TERM968,"Melbourne, VIC",Electronics,1
TXN544867,2024-01-24,92.21,Supermarket,UPI,TERM442,"Melbourne, VIC",Electronics,1
TXN820536,2024-01-25,89.77,Online Store,Net Banking,TERM187,"Brisbane, QLD",Retail Grocery,2
TXN251616,2024-02-12,261.09,Supermarket,Debit Card,TERM835,"Brisbane, QLD",Electronics,2
TXN554981,2024-01-12,343.18,Online Store,Credit Card,TERM838,"Adelaide, SA",Dining,2
TXN264586,2024-02-11,273.06,Clothing,UPI,TERM304,"Brisbane, QLD",Fuel Station,3
TXN440017,2024-01-01,375.91,Electronics,Credit Card,TERM135,"Melbourne, VIC",Electronics,7
TXN336289,2024-01-20,497.85,Supermarket,Credit Card,TERM315,"Perth, WA",Electronics,10
TXN686013,2024-01-27,288.37,Supermarket,Debit Card,TERM129,"Sydney, NSW",Electronics,4
TXN876600,2024-02-13,159.8,Electronics,Net Banking,TERM404,"Sydney, NSW",Fuel Station,9
TXN513489,2024-02-08,328.16,Electronics,Debit Card,TERM148,"Brisbane, QLD",Electronics,4
TXN443637,2024-01-19,127.26,Restaurant,Net Banking,TERM486,"Melbourne, VIC",Retail Grocery,6
TXN933431,2024-02-17,182.03,Electronics,Cash,TERM382,"Melbourne, VIC",E-Commerce,8
TXN223258,2024-01-26,40.06,Online Store,Debit Card,TERM456,"Adelaide, SA",Retail Grocery,7
TXN168851,2024-02-20,251.34,Electronics,Net Banking,TERM888,"Melbourne, VIC",E-Commerce,4
TXN945333,2024-01-20,246.05,Clothing,Net Banking,TERM736,"Brisbane, QLD",Retail Grocery,3
TXN611916,2024-01-06,126.65,Restaurant,Credit Card,TERM655,"Melbourne, VIC",Dining,2
TXN376811,2024-01-12,285.04,Supermarket,UPI,TERM414,"Perth, WA",E-Commerce,7
TXN599553,2024-01-29,295.5,Electronics,UPI,TERM767,"Melbourne, VIC",E-Commerce,9
TXN750056,2024-01-11,195.04,Electronics,Credit Card,TERM106,"Adelaide, SA",Fashion,7
TXN330724,2024-02-19,349.01,Electronics,UPI,TERM787,"Adelaide, SA",Fashion,7
TXN270816,2024-01-25,81.44,Online Store,Debit Card,TERM553,"Sydney, NSW",Retail Grocery,1
TXN525375,2024-01-19,386.88,Online Store,UPI,TERM500,"Sydney, NSW",Electronics,2
TXN719329,2024-01-05,355.16,Online Store,Net Banking,TERM625,"Brisbane, QLD",Dining,2
TXN539892,2024-01-22,226.92,Supermarket,Credit Card,TERM273,"Sydney, NSW",Electronics,8
TXN531266,2024-02-10,491.4,Online Store,Net Banking,TERM342,"Perth, WA",Electronics,7
TXN384827,2024-02-03,307.1,Electronics,Debit Card,TERM764,"Brisbane, QLD",Retail Grocery,3
TXN442295,2024-02-15,443.4,Clothing,Net Banking,TERM448,"Perth, WA",Electronics,6
TXN339567,2024-01-14,460.34,Online Store,Credit Card,TERM250,"Melbourne, VIC",Fuel Station,10
TXN735859,2024-01-08,12.55,Restaurant,UPI,TERM872,"Perth, WA",Fashion,7
TXN944426,2024-01-22,14.13,Online Store,Credit Card,TERM726,"Brisbane, QLD",Electronics,9
TXN789146,2024-02-13,318.62,Restaurant,UPI,TERM124,"Melbourne, VIC",E-Commerce,6
TXN438190,2024-01-03,366.87,Clothing,Cash,TERM873,"Perth, WA",Dining,1
TXN696391,2024-02-09,25.61,Restaurant,Debit Card,TERM277,"Sydney, NSW",Fuel Station,6
TXN903772,2024-02-17,79.24,Supermarket,Net Banking,TERM925,"Sydney, NSW",Electronics,10
TXN714532,2024-02-09,96.22,Restaurant,Cash,TERM222,"Sydney, NSW",Dining,9
TXN602591,2024-01-23,200.86,Clothing,Debit Card,TERM552,"Perth, WA",Electronics,10
TXN759730,2024-02-07,305.18,Clothing,Credit Card,TERM549,"Perth, WA",Fuel Station,7
TXN335414,2024-01-11,184.11,Clothing,Cash,TERM276,"Brisbane, QLD",E-Commerce,10
TXN693528,2024-02-08,12.41,Supermarket,Credit Card,TERM950,"Brisbane, QLD",Dining,3
TXN681972,2024-01-19,294.18,Supermarket,Net Banking,TERM167,"Melbourne, VIC",Fashion,2
TXN389263,2024-01-05,468.28,Supermarket,Cash,TERM759,"Sydney, NSW",Retail Grocery,1
TXN222697,2024-02-03,172.12,Restaurant,Cash,TERM337,"Perth, WA",Electronics,2
TXN597697,2024-02-18,348.46,Supermarket,Cash,TERM397,"Adelaide, SA",Retail Grocery,1
TXN811566,2024-02-04,490.35,Supermarket,Debit Card,TERM132,"Brisbane, QLD",Fuel Station,8
TXN653958,2024-02-19,240.79,Electronics,Credit Card,TERM969,"Sydney, NSW",Electronics,1
TXN171120,2024-02-01,499.77,Clothing,Credit Card,TERM969,"Sydney, NSW",Dining,7
TXN857792,2024-02-02,299.88,Supermarket,Debit Card,TERM698,"Perth, WA",E-Commerce,4
TXN691753,2024-01-21,419.16,Clothing,Cash,TERM742,"Sydney, NSW",Fuel Station,10
TXN479491,2024-01-25,428.41,Clothing,Debit Card,TERM161,"Brisbane, QLD",Retail Grocery,1
TXN780248,2024-01-27,452.11,Electronics,Cash,TERM305,"Melbourne, VIC",Electronics,8
TXN493393,2024-02-02,75.47,Online Store,Net Banking,TERM815,"Melbourne, VIC",Retail Grocery,9
TXN176211,2024-01-05,51.06,Online Store,UPI,TERM578,"Adelaide, SA",E-Commerce,9
TXN388680,2024-02-06,316.68,Electronics,Debit Card,TERM721,"Perth, WA",Retail Grocery,10
TXN865436,2024-02-11,354.6,Restaurant,UPI,TERM702,"Perth, WA",Electronics,6
